GENUS;SPECIES;ORDER;FAMILY;SUBCLASS;GROUP_GINTER;SCM1;SCM2;SCM_average;DUPLICATE;PERIOD;EARLIEST;MAX_DATE;LATEST;MIN_DATE;MID POINT;LAZARUS;COLLECTION;FORMATION;CONTINENT 1;CONTINENT 2;CONTINENT 3;CONTINENT 4;CONTINENT 5;HEMISPHERE;LATITUDE;LONGITUDE;PALAEOLAT;PALAEOLONG;BA_0;BA_1;BA_2;BA_3;BA_4;BA_5;BA_6;SCALE_ONLY;FINSPINE_ONLY;TOOTH_ONLY
Sphenacanthus;minor;Incerti ordinis;Sphenacanthidae;;Euselachii;2,1;2,1;2,1;N;Carboniferous;Bashkirian;323,2;Moscovian ;307;315,1;N;Yorkshire;Coal Measures;Europe;X;X;X;X;N;;;;;NA;NA;NA;NA;NA;NA;NA;N;Y;N
Sphenacanthus;nodosus;Incerti ordinis;Sphenacanthidae;;Euselachii;2,1;2,1;2,1;N;Carboniferous;Bashkirian;323,2;Moscovian ;307;315,1;N;Dalkeith;Coal Measures;Europe;X;X;X;X;N;;;;;NA;NA;NA;NA;NA;NA;NA;N;Y;N
Sphenacanthus;riorastoensis;Incerti ordinis;Sphenacanthidae;;Euselachii;2,1;2,1;1,575;N;Permian;Wordian;268,8;Wuchiapingian;254,14;261,47;N;Jacarezinho;Rio do Rasto;South America;X;X;X;X;S;;;;;NA;NA;NA;NA;NA;NA;NA;N;Y;N
Sphenacanthus;serrulatus;Incerti ordinis;Sphenacanthidae;;Euselachii;18,825;26,625;7,420833333;N;Carboniferous;Tournaisian;358,9;Serpukhovian;323,2;341,05;N;Newton;Camps shale;Europe;X;X;X;X;N;;;;;1;0;0;0;0;0;0;N;N;N
Sphenacanthus;serrulatus;Incerti ordinis;Sphenacanthidae;;Euselachii;18,825;26,625;7,420833333;Y;Carboniferous;Tournaisian;358,9;Serpukhovian;323,2;341,05;N;Dedridge;Broxburn Shales;Europe;X;X;X;X;N;;;;;1;0;0;0;0;0;0;N;N;N
Sphenacanthus;serrulatus;Incerti ordinis;Sphenacanthidae;;Euselachii;18,825;26,625;7,420833333;Y;Carboniferous;Tournaisian;358,9;Serpukhovian;323,2;341,05;N;New Breich;Fells Shale;Europe;X;X;X;X;N;;;;;1;0;0;0;0;0;0;N;N;N
Sphenacanthus;serrulatus;Incerti ordinis;Sphenacanthidae;;Euselachii;18,825;26,625;7,420833333;Y;Carboniferous;Tournaisian;358,9;Serpukhovian;323,2;341,05;N;Burdiehouse;Calciferous Sandstone Series;Europe;X;X;X;X;N;;;;;1;0;0;0;0;0;0;N;N;N
Sphenacanthus;sp. ;Incerti ordinis;Sphenacanthidae;;Euselachii;1,05;1,55;0,72;N;D - C;Famennian;372,2;Gzhelian;298,9;335,55;Y;Dudley;Coal Measures;Europe;Asia;X;X;X;N;;;;;NA;NA;NA;NA;NA;NA;NA;N;N;N
Sphenacanthus;sp. ;Incerti ordinis;Sphenacanthidae;;Euselachii;1,05;1,55;0,72;Y;D - C;Famennian;372,2;Gzhelian;298,9;335,55;Y;Fulledge;Coal Measures;Europe;Asia;X;X;X;N;;;;;NA;NA;NA;NA;NA;NA;NA;N;N;N
Sphenacanthus;sp. ;Incerti ordinis;Sphenacanthidae;;Euselachii;1,05;1,55;0,72;Y;D - C;Famennian;372,2;Gzhelian;298,9;335,55;Y;Chernyshev Ridge;marginifera Zone;Europe;Asia;X;X;X;N;;;;;NA;NA;NA;NA;NA;NA;NA;N;N;N
Sphenacanthus;sp. ;Incerti ordinis;Sphenacanthidae;;Euselachii;1,05;1,55;0,72;N;Permian;Artinskian;290,1;Artinskian;283,5;286,8;Y;Mechetlino Quarry;;Asia;X;X;X;X;N;;;;;NA;NA;NA;NA;NA;NA;NA;N;N;N
Wodnika;althausii;Incerti ordinis;Sphenacanthidae;;Euselachii;12,675;13,175;4,435;N;Permian;Asselian;298,9;Changhsingian;252;275,401;N;Richelsdorf;Werra;Europe;X;X;X;X;N;;;;;0;1;1;1;0;1;1;N;N;N
Wodnika;althausii;Incerti ordinis;Sphenacanthidae;;Euselachii;12,675;13,175;4,435;Y;Permian;Asselian;298,9;Changhsingian;252;275,401;N;Darlington;Magnesian Limestone;Europe;X;X;X;X;N;;;;;0;1;1;1;0;1;1;N;N;N
Wodnika;borealis;Incerti ordinis;Sphenacanthidae;;Euselachii;2,1;2,1;2,1;N;Permian;Asselian;298,9;Changhsingian;252;275,401;N;Lisburne Hills;Siksikpuk;North America;X;X;X;X;N;;;;;NA;NA;NA;NA;NA;NA;NA;N;Y;N
Wodnika;sp. ;Incerti ordinis;Sphenacanthidae;;Euselachii;26,275;28,375;9,808333333;N;Permian;Asselian;298,9;Changhsingian;252;275,401;N;Richelsdorf;Werra;Europe;X;X;X;X;N;;;;;0;0;0;0;0;1;1;N;N;N
Wodnika;sp. ;Incerti ordinis;Sphenacanthidae;;Euselachii;26,275;28,375;9,808333333;Y;Permian;Asselian;298,9;Changhsingian;252;275,401;N;Wolfschacht;Werra;Europe;X;X;X;X;N;;;;;0;0;0;0;0;1;1;N;N;N
Wodnika;sp. ;Incerti ordinis;Sphenacanthidae;;Euselachii;26,275;28,375;9,808333333;Y;Permian;Asselian;298,9;Changhsingian;252;275,401;N;Ferry Hill Quarry;Marl Slate;Europe;X;X;X;X;N;;;;;0;0;0;0;0;1;1;N;N;N
Wodnika;striatula;Incerti ordinis;Sphenacanthidae;;Euselachii;10,55;15,15;6,716666667;N;Permian;Asselian;298,9;Changhsingian;252;275,401;N;Bauch am Galgenberg;Zechsteinkalk;Europe;X;X;X;X;N;;;;;0;0;0;0;0;1;1;N;N;N
Wodnika;striatula;Incerti ordinis;Sphenacanthidae;;Euselachii;10,55;15,15;6,716666667;Y;Permian;Asselian;298,9;Changhsingian;252;275,401;N;Wolfschacht;Werra;Europe;X;X;X;X;N;;;;;0;0;0;0;0;1;1;N;N;N
Wodnika;striatula;Incerti ordinis;Sphenacanthidae;;Euselachii;10,55;15,15;6,716666667;Y;Permian;Asselian;298,9;Changhsingian;252;275,401;N;Sontra-Hornel coppermine;Werra;Europe;X;X;X;X;N;;;;;0;0;0;0;0;1;1;N;N;N
Wellingtonella;gagnieri;Incerti ordinis;Wellingtonellidae;;;10;10;10;N;Silurian;Sheinwoodian;433,4;Sheinwoodian;430,5;431,95;N;Thorsteinsson quarry;Cape Phillips;North America;X;X;X;X;N;;;;;0;0;0;1;0;0;0;N;N;N
Cervifurca;nasuta;Iniopterygia;Iniopterygidae;Holocephali;Euchondrocephali;62,325;72,6;33,27272727;N;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Bethel Quarry;Carbondale;North America;X;X;X;X;N;;;;;0;1;0;0;0;0;0;N;N;N
Cervifurca;nasuta;Iniopterygia;Iniopterygidae;Holocephali;Euchondrocephali;62,325;72,6;33,27272727;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Mine headwall;Carbondale;North America;X;X;X;X;N;;;;;0;1;0;0;0;0;0;N;N;N
cf. Iniopteryx;rushlaui;Iniopterygia;Iniopterygidae;Holocephali;Euchondrocephali;12,575;12,575;12,575;N;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Bethel Quarry;Carbondale;North America;X;X;X;X;N;;;;;0;1;0;0;0;0;0;N;N;N
cf. Promexyele;peyeri;Iniopterygia;Iniopterygidae;Holocephali;Euchondrocephali;10,875;10,875;10,875;N;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Bethel Quarry;Carbondale;North America;X;X;X;X;N;;;;;0;1;0;0;0;0;0;N;N;N
Iniopteryx;rushlaui;Iniopterygia;Iniopterygidae;Holocephali;Euchondrocephali;68,35;91,65;36,0453125;N;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Limestone quarry;Dennis;North America;X;X;X;X;N;;;;;0;1;0;0;0;1;1;N;N;N
Iniopteryx;rushlaui;Iniopterygia;Iniopterygidae;Holocephali;Euchondrocephali;68,35;91,65;36,0453125;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Hansen Quarry;Westerville;North America;X;X;X;X;N;;;;;0;1;0;0;0;1;1;N;N;N
Iniopteryx;rushlaui;Iniopterygia;Iniopterygidae;Holocephali;Euchondrocephali;68,35;91,65;36,0453125;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Papillion;Westerville;North America;X;X;X;X;N;;;;;0;1;0;0;0;1;1;N;N;N
Iniopteryx;rushlaui;Iniopterygia;Iniopterygidae;Holocephali;Euchondrocephali;68,35;91,65;36,0453125;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Logan Quarry;Staunton;North America;X;X;X;X;N;;;;;0;1;0;0;0;1;1;N;N;N
Iniopteryx;rushlaui;Iniopterygia;Iniopterygidae;Holocephali;Euchondrocephali;68,35;91,65;36,0453125;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Fort Calhoun Rock Products Co.;Dennis;North America;X;X;X;X;N;;;;;0;1;0;0;0;1;1;N;N;N
Iniopteryx;rushlaui;Iniopterygia;Iniopterygidae;Holocephali;Euchondrocephali;68,35;91,65;36,0453125;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Richfield;Westerville;North America;X;X;X;X;N;;;;;0;1;0;0;0;1;1;N;N;N
Iniopteryx;rushlaui;Iniopterygia;Iniopterygidae;Holocephali;Euchondrocephali;68,35;91,65;36,0453125;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Hansen Quarry;Dennis;North America;X;X;X;X;N;;;;;0;1;0;0;0;1;1;N;N;N
Iniopteryx;tedwhitei;Iniopterygia;Iniopterygidae;Holocephali;Euchondrocephali;51,5;66,075;38,8375;N;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Papillion;Westerville;North America;X;X;X;X;N;;;;;0;0;0;0;0;1;1;N;N;N
Iniopteryx;tedwhitei;Iniopterygia;Iniopterygidae;Holocephali;Euchondrocephali;51,5;66,075;38,8375;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Papillion;Dennis;North America;X;X;X;X;N;;;;;0;0;0;0;0;1;1;N;N;N
Iniopteryx;tedwhitei;Iniopterygia;Iniopterygidae;Holocephali;Euchondrocephali;51,5;66,075;38,8375;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;PWA Quarry;Westerville;North America;X;X;X;X;N;;;;;0;0;0;0;0;1;1;N;N;N
Papilionichthys;stahlae;Iniopterygia;Iniopterygidae;Holocephali;Euchondrocephali;56,875;62,825;35,425;N;Carboniferous;Serpukhovian;330,9;Serpukhovian;323,2;327,05;N;Becket;Heath;North America;X;X;X;X;N;;;;;0;0;1;1;0;0;0;N;N;N
Promexyele;bairdi;Iniopterygia;Iniopterygidae;Holocephali;Euchondrocephali;49,925;61,525;28,25;N;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Papillion;Westerville;North America;X;X;X;X;N;;;;;0;1;0;0;0;1;1;N;N;N
Promexyele;bairdi;Iniopterygia;Iniopterygidae;Holocephali;Euchondrocephali;49,925;61,525;28,25;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Hansen Quarry;Westerville;North America;X;X;X;X;N;;;;;0;1;0;0;0;1;1;N;N;N
Promexyele;bairdi;Iniopterygia;Iniopterygidae;Holocephali;Euchondrocephali;49,925;61,525;28,25;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Bethel Quarry;Carbondale;North America;X;X;X;X;N;;;;;0;1;0;0;0;1;1;N;N;N
Promexyele;bairdi;Iniopterygia;Iniopterygidae;Holocephali;Euchondrocephali;49,925;61,525;28,25;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Hansen Quarry;Dennis;North America;X;X;X;X;N;;;;;0;1;0;0;0;1;1;N;N;N
Promexyele;cf. peyeri;Iniopterygia;Iniopterygidae;Holocephali;Euchondrocephali;37,875;37,875;37,875;N;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Walnut Grove Cemetry;Linton;North America;X;X;X;X;N;;;;;0;1;0;0;0;0;0;N;N;N
Promexyele;peyeri;Iniopterygia;Iniopterygidae;Holocephali;Euchondrocephali;54,825;70,425;31,10714286;N;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Bethel Quarry;Carbondale;North America;X;X;X;X;N;;;;;0;1;0;0;0;0;0;N;N;N
Promexyele;peyeri;Iniopterygia;Iniopterygidae;Holocephali;Euchondrocephali;54,825;70,425;31,10714286;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Moorehead's bank;Linton;North America;X;X;X;X;N;;;;;0;1;0;0;0;0;0;N;N;N
Promexyele;peyeri;Iniopterygia;Iniopterygidae;Holocephali;Euchondrocephali;54,825;70,425;31,10714286;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Jelliffe loc.;Linton;North America;X;X;X;X;N;;;;;0;1;0;0;0;0;0;N;N;N
Promexyele;peyeri;Iniopterygia;Iniopterygidae;Holocephali;Euchondrocephali;54,825;70,425;31,10714286;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Logan Quarry;Staunton;North America;X;X;X;X;N;;;;;0;1;0;0;0;0;0;N;N;N
Rainerichthys;zangerli;Iniopterygia;Iniopterygidae;Holocephali;Euchondrocephali;59,675;80,9;29,1125;N;Carboniferous;Serpukhovian;330,9;Serpukhovian;323,2;327,05;N;Becket;Heath;North America;X;X;X;X;N;;;;;0;0;1;1;0;0;0;N;N;N
gen. Indet1;sp. Indet1;Iniopterygia;Sibyrhynchidae;Holocephali;Euchondrocephali;13,2;13,2;13,2;N;Carboniferous;Gzhelian;303,7;Gzhelian;298,9;301,3;N;Lawrence and Baldwin;Stranger;North America;X;X;X;X;N;;;;;0;1;1;1;0;0;0;N;N;N
gen. Indet2;sp. Indet2;Iniopterygia;Sibyrhynchidae;Holocephali;Euchondrocephali;4,4;4,4;4,4;N;Carboniferous;Gzhelian;303,7;Gzhelian;298,9;301,3;N;Lawrence and Baldwin;Stranger;North America;X;X;X;X;N;;;;;0;1;1;1;0;0;0;N;N;N
Iniopera;richardsoni;Iniopterygia;Sibyrhynchidae;Holocephali;Euchondrocephali;40,85;73,05;19,80833333;N;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Bethel Quarry;Carbondale;North America;X;X;X;X;N;;;;;0;1;0;0;0;1;1;N;N;N
Iniopera;richardsoni;Iniopterygia;Sibyrhynchidae;Holocephali;Euchondrocephali;40,85;73,05;19,80833333;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Logan Quarry;Staunton;North America;X;X;X;X;N;;;;;0;1;0;0;0;1;1;N;N;N
Iniopera;richardsoni;Iniopterygia;Sibyrhynchidae;Holocephali;Euchondrocephali;40,85;73,05;19,80833333;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Clay City Pipe Co.;Linton;North America;X;X;X;X;N;;;;;0;1;0;0;0;1;1;N;N;N
Iniopera;richardsoni;Iniopterygia;Sibyrhynchidae;Holocephali;Euchondrocephali;40,85;73,05;19,80833333;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Mecca Quarry;Linton;North America;X;X;X;X;N;;;;;0;1;0;0;0;1;1;N;N;N
Iniopera;richardsoni;Iniopterygia;Sibyrhynchidae;Holocephali;Euchondrocephali;40,85;73,05;19,80833333;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Papillion;Westerville;North America;X;X;X;X;N;;;;;0;1;0;0;0;1;1;N;N;N
Iniopera;richardsoni;Iniopterygia;Sibyrhynchidae;Holocephali;Euchondrocephali;40,85;73,05;19,80833333;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Hansen Quarry;Westerville;North America;X;X;X;X;N;;;;;0;1;0;0;0;1;1;N;N;N
Iniopera;richardsoni;Iniopterygia;Sibyrhynchidae;Holocephali;Euchondrocephali;40,85;73,05;19,80833333;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;La Platte;Dennis;North America;X;X;X;X;N;;;;;0;1;0;0;0;1;1;N;N;N
Iniopera;sp.;Iniopterygia;Sibyrhynchidae;Holocephali;Euchondrocephali;34,85;43,475;32,35;N;Carboniferous;Kasimovian;307;Gzhelian;298,9;302,95;N;Lawrence and Baldwin;Stranger;North America;X;X;X;X;N;;;;;0;1;1;1;0;1;1;N;N;N
Iniopera;sp.;Iniopterygia;Sibyrhynchidae;Holocephali;Euchondrocephali;34,85;43,475;32,35;Y;Carboniferous;Kasimovian;307;Gzhelian;298,9;302,95;N;Tulsa;Coffeeville;North America;X;X;X;X;N;;;;;0;1;1;1;0;1;1;N;N;N
Inioxyele;whitei;Iniopterygia;Sibyrhynchidae;Holocephali;Euchondrocephali;39,1;39,1;39,1;N;Carboniferous;Gzhelian;303,7;Gzhelian;298,9;301,3;N;Ace Hill Quarry;Lecompton;North America;X;X;X;X;N;;;;;0;0;0;0;0;1;1;N;N;N
Sibyrhynchus;denisoni;Iniopterygia;Sibyrhynchidae;Holocephali;Euchondrocephali;54,95;84,625;21,23541667;N;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Bethel Quarry;Carbondale;North America;X;X;X;X;N;;;;;0;1;0;0;0;0;0;N;N;N
Sibyrhynchus;denisoni;Iniopterygia;Sibyrhynchidae;Holocephali;Euchondrocephali;54,95;84,625;21,23541667;Y;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Logan Quarry;Staunton;North America;X;X;X;X;N;;;;;0;1;0;0;0;0;0;N;N;N
Deltoptychius;acutus;Menaspiformes;Deltoptychiidae;;Euchondrocephali;0,5;0,5;0,5;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Armagh;Carboniferous Limestone;Europe;X;X;X;X;N;;;;;1;1;1;0;0;0;0;N;N;Y
Deltoptychius;armigerus;Menaspiformes;Deltoptychiidae;;Euchondrocephali;14,25;21,1;5,178571429;N;Carboniferous;Tournaisian;358,9;Gzhelian;298,9;329,4;N;Cults;;Europe;X;X;X;X;N;;;;;1;1;1;0;0;0;0;N;N;N
Deltoptychius;armigerus;Menaspiformes;Deltoptychiidae;;Euchondrocephali;14,25;21,1;5,178571429;Y;Carboniferous;Tournaisian;358,9;Gzhelian;298,9;329,4;N;Beith;Carboniferous Limestone;Europe;X;X;X;X;N;;;;;1;1;1;0;0;0;0;N;N;N
Deltoptychius;armigerus;Menaspiformes;Deltoptychiidae;;Euchondrocephali;14,25;21,1;5,178571429;Y;Carboniferous;Tournaisian;358,9;Gzhelian;298,9;329,4;N;Glencartholm;Calciferous Sandstone;Europe;X;X;X;X;N;;;;;1;1;1;0;0;0;0;N;N;N
Deltoptychius;armigerus;Menaspiformes;Deltoptychiidae;;Euchondrocephali;14,25;21,1;5,178571429;Y;Carboniferous;Tournaisian;358,9;Gzhelian;298,9;329,4;N;Bearsden;;Europe;X;X;X;X;N;;;;;1;1;1;0;0;0;0;N;N;N
Deltoptychius;expansus;Menaspiformes;Deltoptychiidae;;Euchondrocephali;0,5;0,5;0,5;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Illinois, Iowa and Missouri;St. Louis limestone;North America;X;X;X;X;N;;;;;0;1;1;0;0;0;0;N;N;Y
Deltoptychius;gibberulus;Menaspiformes;Deltoptychiidae;;Euchondrocephali;0,5;0,5;0,5;N;Carboniferous;Tournaisian;358,9;Serpukhovian;323,2;341,05;N;Gloucestershire;;Europe;X;X;X;X;N;;;;;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Deltoptychius;intermedius;Menaspiformes;Deltoptychiidae;;Euchondrocephali;0,5;0,5;0,5;N;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Myachkovo;;Europe;X;X;X;X;N;;;;;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Deltoptychius;moythomasi;Menaspiformes;Deltoptychiidae;;Euchondrocephali;1,75;1,75;1,75;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Armagh;Carboniferous Limestone;Europe;X;X;X;X;N;;;;;1;1;1;0;0;0;0;N;N;N
Deltoptychius;nitidus;Menaspiformes;Deltoptychiidae;;Euchondrocephali;0,5;0,5;0,5;N;Carboniferous;Visean;346,7;Serpukhovian;323,2;334,95;N;Illinois ;;North America;X;X;X;X;N;;;;;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Deltoptychius;plicatus;Menaspiformes;Deltoptychiidae;;Euchondrocephali;0,5;0,5;0,5;N;Carboniferous;Tournaisian;358,9;Serpukhovian;323,2;341,05;N;Armagh;Carboniferous Limestone;Europe;X;X;X;X;N;;;;;1;1;1;0;0;0;0;N;N;Y
Deltoptychius;plicatus;Menaspiformes;Deltoptychiidae;;Euchondrocephali;0,5;0,5;0,5;Y;Carboniferous;Tournaisian;358,9;Serpukhovian;323,2;341,05;N;Yorkshire;;Europe;X;X;X;X;N;;;;;1;1;1;0;0;0;0;N;N;Y
Deltoptychius;primus;Menaspiformes;Deltoptychiidae;;Euchondrocephali;0,5;0,5;0,5;N;Carboniferous;Tournaisian;358,9;Tournaisian;346,7;352,8;N;Iowa;Burlington limestone;North America;X;X;X;X;N;;;;;0;0;1;1;0;0;0;N;N;Y
Deltoptychius;sp.;Menaspiformes;Deltoptychiidae;;Euchondrocephali;0,5;0,5;0,5;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Armagh;Carboniferous Limestone;Europe;Australia and Oceania;X;X;X;N/S;;;;;1;1;1;1;0;0;0;N;N;Y
Deltoptychius;sp.;Menaspiformes;Deltoptychiidae;;Euchondrocephali;0,5;0,5;0,5;Y;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Grid 8951;Lion Creek;Europe;Australia and Oceania;X;X;X;N/S;;;;;1;1;1;1;0;0;0;N;N;Y
Deltoptychius;varsouviensis;Menaspiformes;Deltoptychiidae;;Euchondrocephali;0,5;0,5;0,5;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Illinois;Warsaw Limestone;North America;X;X;X;X;N;;;;;0;1;0;0;0;0;0;N;N;Y
Deltoptychius;wachsmuthi;Menaspiformes;Deltoptychiidae;;Euchondrocephali;0,5;0,5;0,5;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Nauvoo;Keokuk Limestone;North America;X;X;X;X;N;;;;;0;0;0;1;1;1;1;N;N;Y
Deltoptychius;wachsmuthi;Menaspiformes;Deltoptychiidae;;Euchondrocephali;0,5;0,5;0,5;Y;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Iowa;Keokuk Limestone;North America;X;X;X;X;N;;;;;0;0;0;1;1;1;1;N;N;Y
Deltoptychius;wortheni;Menaspiformes;Deltoptychiidae;;Euchondrocephali;0,5;0,5;0,5;N;Carboniferous;Visean;346,7;Serpukhovian;323,2;334,95;N;Illinois;;North America;X;X;X;X;N;;;;;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Erismacanthus;formosus;Menaspiformes;Incertae familiae;;Euchondrocephali;4,3;4,3;4,3;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;St. Louis;St. Louis limestone;North America;X;X;X;X;N;;;;;0;1;1;0;0;0;0;N;Y;N
Erismacanthus;jonesi;Menaspiformes;Incertae familiae;;Euchondrocephali;4,3;4,3;3,49375;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Armagh;Carboniferous Limestone;Europe;X;X;X;X;N;;;;;1;1;1;1;1;0;0;N;Y;N
Erismacanthus;jonesi;Menaspiformes;Incertae familiae;;Euchondrocephali;4,3;4,3;3,49375;Y;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Cawdor Quarry;Eyam Limestone;Europe;X;X;X;X;N;;;;;1;1;1;1;1;0;0;N;Y;N
Erismacanthus;maccoyanus;Menaspiformes;Incertae familiae;;Euchondrocephali;3,225;3,225;2,6875;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Alton;St. Louis limestone;North America;X;X;X;X;N;;;;;0;1;1;0;0;0;0;N;Y;N
Erismacanthus;maccoyanus;Menaspiformes;Incertae familiae;;Euchondrocephali;3,225;3,225;2,6875;Y;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Kavanaugh's Quarry;St. Louis limestone;North America;X;X;X;X;N;;;;;0;1;1;0;0;0;0;N;Y;N
Erismacanthus;maccoyanus;Menaspiformes;Incertae familiae;;Euchondrocephali;3,225;3,225;2,6875;Y;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Franklin Street & Grand Avenue;St. Louis limestone;North America;X;X;X;X;N;;;;;0;1;1;0;0;0;0;N;Y;N
Erismacanthus;major;Menaspiformes;Incertae familiae;;Euchondrocephali;4,3;4,3;4,3;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Armagh;Carboniferous Limestone;Europe;X;X;X;X;N;;;;;1;1;1;0;0;0;0;N;Y;N
Erismacanthus;sp.;Menaspiformes;Incertae familiae;;Euchondrocephali;4,3;4,3;4,3;N;Carboniferous;Tournaisian;358,9;Serpukhovian;323,2;341,05;N;Ashie Burn;;Europe;X;X;X;X;N;;;;;NA;NA;NA;NA;NA;NA;NA;N;Y;N
Menaspacanthus;armaghensis;Menaspiformes;Incertae familiae;;Euchondrocephali;2,15;2,15;2,15;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Armagh;Carboniferous Limestone;Europe;X;X;X;X;N;;;;;1;1;1;0;0;0;0;N;Y;N
Stichacanthus;coemansi;Menaspiformes;Incertae familiae;;Euchondrocephali;4,3;4,3;3,225;N;Carboniferous;Tournaisian;358,9;Visean;330,9;345,4;N;Oreton;Carboniferous Limestone;Europe;X;X;X;X;N;;;;;1;1;1;0;0;0;0;N;Y;N
Stichacanthus;coemansi;Menaspiformes;Incertae familiae;;Euchondrocephali;4,3;4,3;3,225;Y;Carboniferous;Tournaisian;358,9;Visean;330,9;345,4;N;Tournay;;Europe;X;X;X;X;N;;;;;1;1;1;0;0;0;0;N;Y;N
Stichacanthus;sp.;Menaspiformes;Incertae familiae;;Euchondrocephali;2,15;2,15;2,15;N;Carboniferous;Tournaisian;358,9;Serpukhovian;323,2;341,05;N;Clee Hills;Carboniferous Limestone;Europe;X;X;X;X;N;;;;;NA;NA;NA;NA;NA;NA;NA;N;Y;N
Stichacanthus;tortworthensis;Menaspiformes;Incertae familiae;;Euchondrocephali;4,3;4,3;3,225;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Oreton;Carboniferous Limestone;Europe;X;X;X;X;N;;;;;1;1;1;0;0;0;0;N;Y;N
Menaspis;armata;Menaspiformes;Menaspidae;;Euchondrocephali;32,85;37,55;19,49166667;N;Permian;Wuchiapingian;259,1;Changhsingian;252;255,501;N;Lonau near Herzberg;Werra;Europe;X;X;X;X;N;;;;;0;0;0;0;0;1;1;N;N;N
Menaspis;armata;Menaspiformes;Menaspidae;;Euchondrocephali;32,85;37,55;19,49166667;Y;Permian;Wuchiapingian;259,1;Changhsingian;252;255,501;N;Martin-Schacht;Werra;Europe;X;X;X;X;N;;;;;0;0;0;0;0;1;1;N;N;N
Menaspis;armata;Menaspiformes;Menaspidae;;Euchondrocephali;32,85;37,55;19,49166667;Y;Permian;Wuchiapingian;259,1;Changhsingian;252;255,501;N;Eisleben;Werra;Europe;X;X;X;X;N;;;;;0;0;0;0;0;1;1;N;N;N
Traquairius;nudus;Menaspiformes;Traquairidae;;Euchondrocephali;9,575;9,575;8,4875;N;Carboniferous;Serpukhovian;330,9;Serpukhovian;323,2;327,05;N;Fergus County;Heath;North America;X;X;X;X;N;;;;;0;0;1;1;1;0;0;N;N;N
